Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41151000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41151000;1;01/12/2022;;1;1;;;;;;0;0;0;;0;"8,2303";"5,6889";"4,5095";"3,7803";"3,6709";"3,6166";"3,8353";"3,1887";"2,9798";"2,8255";"2,3747";"1,8973";"7,2509";"5,4478";"2,9282";"3,0317";"4,4523";"4,113";"5,2092";;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
41151000;1;01/11/2022;;1;1;"8,4965";"1,7139";"3,1664";30;20;1;1;1;;0;"1,9907";"2,8255";"4,057";"3,5624";"2,6228";"2,1328";"1,9439";"2,2288";"3,1887";"3,7255";"8,032";"2,8767";"2,6228";"3,2945";"5,4478";"5,0909";"2,9282";"2,3747";"1,8051";"1,7139";"2,1807";"1,8051";"3,1362";"1,8973";"2,1807";"2,6731";"3,0839";"3,0839";"1,9907";"8,4965";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41151000;1;01/10/2022;;1;1;"4,4523";"1,624";"2,1034";4;1;1;1;1;;0;"1,624";"1,624";"1,8511";"4,4523";"2,9798";"2,5228";"2,0852";"1,8511";"1,8511";"1,8973";"1,8973";"1,8511";"1,8051";"1,8051";"1,8051";"1,7139";"1,7139";"1,7139";"1,6688";"2,6228";"1,8973";"2,2288";"1,8973";"1,8511";"2,7745";"2,1807";"1,9439";"1,8511";"1,9439";"2,8767";"2,4238";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41151000;1;01/09/2022;;1;1;"1,8051";"1,5352";"1,6109";28;15;1;1;1;;0;"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,624";"1,5794";"1,5352";"1,5352";"1,5352";"1,5352";"1,5352";"1,5352";"1,5352";"1,7139";"1,6688";"1,624";"1,5794";"1,5352";"1,5794";"1,8051";"1,7139";"1,6688";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41151000;1;01/08/2022;;1;1;"1,8973";"1,624";"1,7715";1;31;1;1;1;;0;"1,8973";"1,8973";"1,8973";"1,8973";"1,8973";"1,8511";"1,8051";"1,8051";"1,8511";"1,8511";"1,8051";"1,8051";"1,8051";"1,8051";"1,7594";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,7139";"1,6688";"1,624";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41151000;1;01/07/2022;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,8973";"1,8973";"1,8973";"1,8973";"1,8973";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
41151000;1;01/01/2022;;1;1;;;;;;0;0;0;;0;"6,8043";"7,0586";"10,4855";"14,2121";"14,1365";"16,3691";"21,6443";;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41151000;2;01/12/2021;;1;1;"6,68";"2,18";"3,71";30;1;1;1;1;;;"2,1804";"2,6728";"3,1884";"2,7742";"2,2769";"2,6728";"2,4729";"4,856";"4,1688";"5,0906";"4,1688";"4,2815";"5,5677";"5,6886";"4,395";"4,1688";"3,4007";"3,2942";"3,1884";"3,2942";"3,4007";"3,2942";"3,2942";"3,0836";"2,9796";"2,8764";"2,8764";"3,1884";"3,7252";"6,6778";"5,6886";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41151000;2;01/11/2021;;1;1;"6,06";"1,11";"2,44";2;6;1;1;1;;;"3,835";"6,055";"2,0849";"1,4474";"1,1926";"1,1104";"4,973";"3,9455";"3,1884";"2,0849";"1,6237";"1,7137";"1,535";"1,4474";"1,2762";"1,1926";"1,1926";"1,2762";"1,9905";"2,7742";"3,4007";"3,2942";"2,6728";"1,9905";"1,535";"1,2762";"6,055";"2,5724";"1,8971";"2,4729";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
41151000;2;01/10/2021;;1;1;"7,83";"1,19";"2,52";24;12;1;1;1;;;"1,4474";"2,6728";"3,6163";"1,8971";"2,3744";"1,7137";"1,3612";"1,2762";"1,2762";"1,2762";"1,2762";"1,1926";"1,2762";"1,3612";"1,6237";"1,535";"1,3612";"1,3612";"3,0836";"5,5677";"3,2942";"2,9796";"4,6241";"7,8347";"6,4269";"4,0567";"2,8764";"1,6237";"1,535";"1,8048";"2,5724";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
