Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41300000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41300000;1;01/01/2024;;1;1;"54,4001";"2,5001";"13,9182";25;1;3;3;3;"0,0";0;"2,5001";"4,6786";"4,18";"15,3032";"20,6757";"12,0206";"13,4544";"8,3733";"4,9934";"6,0094";"7,6713";"11,2552";"11,2552";"10,3663";"20,2823";"11,7118";"7,5352";"5,4316";"4,5763";"4,5763";"3,8041";"4,9934";"50,5218";"45,6295";"54,4001";"33,1919";"14,2817";"11,8658";"10,3663";"8,8115";"6,7475";;;;;;;;;;;;3;3;3;;;;;;;;;;3;;;;;;;
41300000;1;01/12/2023;;1;1;"5,6587";"1,0184";"1,8183";13;1;1;1;1;"0,0";0;"1,0184";"1,0184";"1,0184";"2,29";"1,9013";"2,7968";"1,7224";"1,3439";"1,198";"1,1061";"1,0617";"1,3439";"5,6587";"3,7134";"2,29";"1,6087";"1,3439";"1,198";"1,198";"1,198";"1,198";"1,3439";"1,8405";"1,7224";"1,4995";"1,3947";"2,7968";"2,9524";"2,2223";"1,3439";"2,0262";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41300000;1;01/11/2023;;1;1;"14,2817";"1,0184";"2,3634";3;30;1;1;1;;0;"3,9895";"3,6238";"14,2817";"7,8089";"3,2782";"2,2223";"2,0262";"1,8405";"1,6087";"1,3947";"1,3947";"1,3947";"1,2942";"1,2942";"1,2942";"1,198";"1,198";"1,1061";"1,1061";"1,1061";"3,2782";"2,2223";"1,9632";"1,7809";"1,6087";"1,2942";"1,1061";"1,1061";"1,0617";"1,0184";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41300000;1;01/08/2023;;1;1;"3,2782";"1,6087";"1,9041";30;18;1;1;1;;0;"2,0904";"2,0904";"2,0904";"2,0904";"1,9632";"1,9632";"1,9632";"1,9013";"1,8405";"1,8405";"1,8405";"1,7224";"1,7224";"1,7224";"1,7224";"1,7224";"1,7224";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"1,6087";"2,7208";"2,3588";"3,2782";"2,5725";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41300000;1;01/07/2023;;1;1;"2,4289";"2,0904";"2,1844";1;21;1;1;1;"0,0";0;"2,4289";"2,3588";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,2223";"2,1558";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";"2,0904";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41300000;1;01/06/2023;;1;1;"3,2782";"2,5001";"2,8722";1;26;1;1;1;"0,0";0;"3,2782";"3,2782";"3,1949";"3,1129";"3,1129";"3,1129";"3,1129";"3,1129";"3,1129";"2,9524";"2,9524";"2,9524";"2,9524";"2,9524";"2,9524";"2,9524";"2,7968";"2,7968";"2,7968";"2,7968";"2,7968";"2,7208";"2,646";"2,646";"2,5725";"2,5001";"2,5001";"2,5001";"2,5001";"2,5001";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41300000;1;01/05/2023;;1;1;"7,2671";"3,2782";"4,2307";1;30;1;1;1;;0;"7,2671";"6,6211";"5,6587";"4,9934";"4,9934";"4,5763";"4,5763";"4,5763";"4,3756";"4,3756";"4,2771";"4,18";"4,18";"4,18";"4,18";"4,0841";"3,9895";"3,9895";"3,8041";"3,8041";"3,6238";"3,6238";"3,6238";"3,6238";"3,6238";"3,4485";"3,4485";"3,4485";"3,4485";"3,2782";"3,2782";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41300000;1;01/04/2023;;1;1;"11,8658";"3,8041";"5,2043";29;6;1;1;1;;0;"4,3756";"4,3756";"4,3756";"4,3756";"4,0841";"3,8041";"3,8041";"3,8041";"4,7823";"4,5763";"4,5763";"4,7823";"4,8872";"4,7823";"5,8912";"5,8912";"5,6587";"5,6587";"5,5445";"5,4316";"5,4316";"5,2099";"5,2099";"5,2099";"4,9934";"4,7823";"4,5763";"4,5763";"11,8658";"8,8115";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41300000;1;01/03/2023;;1;1;"9,4159";"4,3756";"6,1328";12;31;1;1;1;"0,0";0;"7,4004";"7,1351";"7,0045";"6,8753";"6,7475";"6,6211";"6,129";"6,129";"6,0094";"5,8912";"5,7743";"9,4159";"8,9605";"7,9479";"7,4004";"7,1351";"6,8753";"6,6211";"6,129";"5,8912";"5,3201";"4,9934";"4,8872";"4,7823";"4,7823";"4,6786";"4,5763";"4,5763";"4,5763";"4,4753";"4,3756";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41300000;1;01/02/2023;;1;1;"31,7224";"9,1108";"15,7508";18;28;1;1;1;"0,0";0;"18,932";"18,366";"16,5344";"16,0015";"14,7885";"14,6187";"13,9481";"15,8257";"14,7885";"16,1783";"14,4497";"13,4544";"19,8923";"18,366";"19,8923";"18,366";"16,8938";"31,7224";"23,1059";"18,366";"14,1145";"11,8658";"10,9553";"10,659";"10,3663";"10,0435";"9,4159";"9,1108";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
