Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41260000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41260000;1;01/12/2023;;1;1;"80,4544";"22,3396";"39,0321";2;18;1;1;1;;0;"23,7407";"80,4544";"53,1119";"46,9925";"59,0578";"65,8843";"37,5445";"28,3621";"28,3621";"26,8961";"25,7374";"38,1789";"74,7651";"38,4971";"28,3621";"24,3071";"22,6181";"22,3396";"33,4871";"27,4802";"30,4467";"32,5674";"53,1119";"46,6581";"35,3454";"31,049";"38,8159";"41,3898";"28,954";"27,4802";"57,9972";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41260000;1;01/11/2023;;1;1;"110,3671";"19,8723";"36,8754";20;14;1;1;1;;0;"59,7676";"47,3275";"47,9993";"40,0977";"38,4971";"30,1466";"26,6052";"24,8767";"23,7407";"22,0619";"22,0619";"20,96";"20,6867";"19,8723";"22,0619";"20,6867";"22,3396";"21,5092";"20,1429";"110,3671";"95,3166";"40,4198";"29,8474";"66,6136";"59,0578";"42,3655";"28,3621";"28,954";"28,0674";"25,4497";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41260000;1;01/09/2023;;1;1;"39,7763";"21,7851";"23,886";29;22;1;1;1;;0;"26,8961";"26,0258";"24,8767";"24,3071";"24,0235";"28,3621";"25,4497";"23,7407";"23,1777";"23,1777";"22,8975";"22,8975";"22,8975";"22,6181";"22,6181";"22,6181";"22,6181";"22,6181";"22,3396";"22,0619";"22,0619";"21,7851";"21,7851";"21,7851";"21,7851";"21,7851";"21,7851";"21,7851";"39,7763";"26,0258";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41260000;1;01/08/2023;;1;1;"31,049";"23,1777";"25,295";27;19;1;1;1;;0;"26,0258";"26,0258";"26,0258";"26,0258";"26,0258";"25,4497";"24,3071";"24,3071";"24,0235";"24,0235";"24,0235";"24,0235";"24,0235";"23,7407";"23,7407";"23,7407";"23,7407";"23,7407";"23,1777";"23,1777";"29,5488";"25,4497";"24,5915";"24,3071";"24,0235";"23,4588";"31,049";"30,7475";"26,0258";"29,5488";"26,0258";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41260000;1;01/07/2023;;1;1;"29,5488";"24,8767";"26,8462";1;31;1;1;1;"0,0";0;"29,5488";"28,954";"28,6577";"28,6577";"28,6577";"28,0674";"27,7734";"27,4802";"27,4802";"27,4802";"27,4802";"26,8961";"26,6052";"26,6052";"26,6052";"26,0258";"27,1877";"26,8961";"26,6052";"26,0258";"26,0258";"26,0258";"26,0258";"26,0258";"26,0258";"25,7374";"25,4497";"25,4497";"25,4497";"25,4497";"24,8767";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41260000;1;01/06/2023;;1;1;"33,1798";"29,251";"30,1199";18;26;1;1;1;;0;"30,7475";"30,7475";"30,7475";"30,1466";"29,5488";"30,1466";"30,4467";"30,4467";"29,8474";"29,8474";"29,8474";"30,4467";"29,5488";"29,5488";"29,5488";"29,5488";"30,7475";"33,1798";"31,9579";"31,3512";"30,7475";"29,5488";"29,5488";"29,5488";"29,5488";"29,251";"29,251";"29,251";"29,251";"29,251";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41260000;1;01/05/2023;;1;1;;;;;;0;0;0;;0;;;;;;"35,6575";"35,6575";"35,3454";"34,7232";"34,4131";"34,4131";"34,4131";"33,1798";"32,5674";"32,5674";"32,5674";"32,2623";"32,8733";"41,3898";"31,9579";"31,9579";"31,9579";"31,9579";"31,6542";"31,6542";"31,6542";"31,3512";"30,7475";"30,7475";"30,7475";"31,049";0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41260000;1;01/04/2023;;1;1;;;;;;0;0;0;;0;;;;;;;;;"54,8443";"68,0781";"48,6735";;;;"65,157";"51,3934";"45,6584";"38,8159";"39,4555";"45,6584";"40,0977";"39,7763";"38,8159";"38,1789";"36,9128";"36,2838";"35,0339";"46,3242";;;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
41260000;1;01/03/2023;;1;1;;;;;;0;0;0;;0;"54,8443";"54,8443";"59,0578";"56,5905";"53,4572";"52,4228";"53,4572";"50,71";"51,0514";"51,3934";"49,35";;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41260000;1;01/02/2023;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;"242,9809";;;;;;"75,1411";"72,892";"71,4021";"64,0699";"58,3502";"57,6447";"53,4572";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0
