Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41340000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41340000;1;01/12/2022;;1;1;"513,9324";"49,9789";"121,8475";21;6;1;1;1;;0;"135,9585";"119,0932";"77,4194";"61,5412";"62,874";"49,9789";"60,2179";"248,1351";"82,4844";"55,3405";"109,3321";"88,4005";"129,1245";"190,7441";"86,1662";"59,5598";"51,2243";"145,5421";"65,5674";"164,4226";"513,9324";"283,555";"135,9585";"92,925";"78,1365";"72,461";"136,8208";"91,4086";"70,3692";"70,7165";"187,863";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41340000;1;01/11/2022;;1;1;"169,0283";"28,0931";"60,962";30;7;1;1;1;;0;"40,3877";"72,461";"81,0265";"56,9512";"39,2366";"30,4337";"28,0931";"33,6485";"47,214";"58,5771";"45,7004";"83,9508";"52,4797";"39,2366";"82,4844";"87,281";"101,4101";"51,8507";"40,9673";"31,4935";"29,9082";"29,6467";"28,0931";"31,7603";"48,1299";"55,6614";"153,5411";"69,6765";"108,5312";"169,0283";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
41340000;1;01/10/2022;;1;1;"55,3405";"15,0108";"28,2174";25;19;1;1;1;;0;"26,3157";"26,0649";"25,3173";"39,5234";"54,0629";"40,3877";"30,1706";"33,9212";"28,6079";"23,359";"23,359";"21,2187";"19,8299";"18,2491";"17,1467";"16,929";"16,0671";"17,8055";"15,0108";"29,3858";"30,9621";"25,3173";"47,214";"41,5496";"55,3405";"31,4935";"26,0649";"21,4532";"27,0728";"21,4532";"24,0873";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41340000;1;01/09/2022;;1;1;;;;;;0;0;0;;0;"19,3739";;"19,6015";"19,1472";"18,9213";"18,9213";"18,9213";"17,585";"17,585";"17,8055";"18,0269";"17,585";"17,8055";"16,929";"17,1467";"16,7121";"16,929";"16,7121";"16,2812";"16,2812";"16,2812";"23,1179";"39,2366";"24,8229";"18,9213";"17,1467";"18,2491";"36,4074";"27,3267";"26,8196";;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41340000;1;01/08/2022;;1;1;"22,6381";"18,9213";"20,8868";1;27;1;1;1;;0;"22,6381";"22,1616";"22,3994";"21,4532";"22,1616";"21,6885";"21,6885";"21,2187";"20,9851";"21,2187";"21,6885";"20,9851";"21,6885";"21,4532";"20,7524";"20,9851";"20,7524";"20,2894";"20,7524";"20,2894";"19,8299";"20,0592";"20,5205";"20,0592";"19,8299";"20,2894";"18,9213";"21,9246";"19,8299";"19,3739";"19,6015";;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41340000;1;01/07/2022;;1;1;"29,1258";"23,1179";"26,5414";1;30;1;1;1;;0;"29,1258";"29,1258";"28,3501";"28,6079";"28,0931";"27,3267";"27,8369";"27,0728";"27,3267";"27,0728";"26,5673";"26,5673";"26,5673";"26,5673";"26,5673";"26,5673";"26,3157";"26,5673";"26,5673";"26,3157";"27,8369";"26,3157";"26,0649";"25,5657";"25,3173";"24,8229";"24,5769";"27,5814";"23,359";"23,1179";"23,1179";;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
41340000;1;01/06/2022;;1;1;"35,019";"28,3501";"30,887";3;30;1;1;1;;0;"33,6485";"33,3766";"35,019";"33,6485";"32,2961";"31,7603";"32,2961";"31,2274";"31,4935";"30,9621";"30,9621";"31,7603";"31,2274";"31,4935";"31,2274";"30,4337";"30,1706";"30,6975";"29,6467";"29,9082";"30,4337";"29,9082";"29,3858";"28,8665";"29,6467";"29,1258";"29,3858";"29,1258";"29,1258";"28,3501";;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0
41340000;1;01/05/2022;;1;1;"121,1611";"33,9212";"43,5042";5;3;1;1;1;;0;"36,6872";"34,1946";"33,9212";"33,9212";"121,1611";"101,4101";"64,216";"49,3601";"44,5012";"41,8417";"39,8108";"39,5234";"38,3806";"38,0966";"38,9506";"37,2488";"42,4281";"41,5496";"35,8499";"35,5722";"36,9677";"37,2488";"35,5722";"37,2488";"39,2366";"36,1283";"36,6872";"36,1283";"35,5722";"35,019";"34,1946";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41340000;1;01/04/2022;;1;1;"67,6117";"37,2488";"46,5334";2;29;1;1;1;;0;"47,214";"67,6117";"64,216";"54,3813";"51,2243";"46,6066";"49,0516";"46,3039";"49,9789";"58,9041";"51,8507";"47,5187";"46,6066";"49,9789";"48,4365";"47,5187";"45,0995";"43,9056";"41,8417";"41,8417";"39,8108";"40,3877";"39,2366";"38,6652";"40,9673";"42,7223";"40,6771";"38,3806";"37,2488";"37,8133";;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0
41340000;1;01/03/2022;;1;1;"99,4603";"48,7437";"66,6711";1;29;1;1;1;;0;"99,4603";"93,3054";"91,0308";"90,6535";"86,9089";"82,4844";"80,6634";"78,1365";"74,2195";"69,6765";"71,4126";"70,0226";"71,0643";"67,2695";"63,8797";"61,8735";"60,2179";"60,8784";"60,5479";"56,9512";"60,2179";"57,2752";"56,6279";"51,2243";"51,2243";"51,2243";"50,912";"49,3601";"48,7437";"49,9789";"49,3601";;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
