Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41199998


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41199998;1;01/10/2023;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41199998;1;01/09/2023;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41199998;1;01/08/2023;;1;1;"19,7862";"14,0394";"16,6544";27;5;1;1;1;;0;"15,3499";"16,9711";"16,4249";"15,3499";"14,0394";"14,5591";"15,8845";"16,4249";"18,3613";"18,0805";"17,2463";"16,6973";"17,523";"16,9711";"18,0805";"16,9711";"15,6165";"15,3499";"16,4249";"14,0394";"14,5591";"15,3499";"16,9711";"16,9711";"17,523";"18,6436";"19,7862";"18,6436";"17,801";"17,2463";"16,4249";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41199998;1;01/07/2023;;1;1;"19,4985";"15,3499";"17,9959";6;28;1;1;1;"0,0";0;"18,0805";"17,2463";"17,523";"17,801";"18,3613";"19,4985";"17,801";"16,6973";"18,0805";"19,2121";"18,6436";"17,523";"17,523";"18,9272";"19,2121";"18,6436";"18,9272";"17,523";"18,0805";"19,2121";"19,2121";"19,4985";"19,4985";"18,9272";"19,4985";"18,3613";"15,8845";"15,3499";"15,3499";"16,4249";"15,3499";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41199998;1;01/06/2023;;1;1;"19,4985";"17,2463";"18,4584";9;20;1;1;1;"0,0";0;"18,9272";"18,9272";"18,3613";"18,9272";"17,801";"18,9272";"17,801";"18,3613";"19,4985";"18,3613";"18,6436";"18,0805";"18,3613";"18,9272";"19,4985";"18,0805";"17,801";"18,3613";"17,801";"17,2463";"19,4985";"19,2121";"18,6436";"17,523";"18,6436";"17,801";"18,0805";"18,9272";"18,9272";"17,801";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41199998;1;01/05/2023;;1;1;"33,3511";"16,9711";"21,372";9;19;1;1;1;;0;"22,7361";"20,9504";"19,4985";"19,7862";"21,2447";"26,129";"29,9985";"33,0108";"33,3511";"28,6897";"25,5009";"22,4352";"19,7862";"18,0805";"18,3613";"19,7862";"19,4985";"18,9272";"16,9711";"16,9711";"17,523";"19,4985";"17,801";"19,4985";"18,6436";"19,7862";"19,4985";"19,4985";"19,7862";"19,4985";"19,7862";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41199998;1;01/04/2023;;1;1;"48,6098";"15,6165";"25,1837";15;3;1;1;1;;0;"18,9272";"17,801";"15,6165";"16,6973";"18,6436";"18,9272";"17,2463";"18,9272";"19,7862";"20,6573";"22,1357";"20,9504";"23,3417";"22,4352";"48,6098";"46,3193";"42,5816";"39,665";"36,8156";"34,0352";"31,9964";"29,9985";"27,3997";"25,5009";"22,1357";"20,3656";"19,4985";"19,2121";"19,4985";"19,7862";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
41199998;1;01/03/2023;;1;1;"45,5637";"26,129";"34,408";1;17;1;1;1;;0;"45,5637";"42,5816";"40,7509";"38,9462";"35,7647";"37,5215";"40,7509";"39,665";"36,1139";"38,2317";"38,2317";"37,5215";"35,7647";"33,0108";"30,6599";"27,3997";"26,129";"28,6897";"29,9985";"29,3417";"30,3286";"32,3334";"29,9985";"27,3997";"29,3417";"31,3258";"34,0352";"34,3789";"35,7647";"34,7237";"34,3789";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41199998;1;01/02/2023;;1;1;"100,1822";"13,2714";"49,7893";16;13;1;1;1;;0;"83,2176";"76,4529";"73,3597";"69,4433";"61,4057";"52,5051";"46,6986";"41,8462";"34,7237";"19,4985";"16,154";"14,0394";"13,2714";"14,0394";"17,523";"100,1822";"79,1367";"75,565";"72,0466";"66,0205";"60,9915";"50,9355";"44,4378";"39,665";"36,4642";"42,2134";"46,6986";"45,5637";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
41199998;1;01/01/2023;;1;1;"248,8191";"49,7683";"126,5932";8;1;1;1;1;;0;"49,7683";"66,871";"88,76";"79,5869";"88,76";"130,0719";"226,4267";"248,8191";"241,0655";"232,7553";"201,6803";"177,8719";"162,3532";"154,4872";"146,7477";"146,1998";"136,9864";"91,103";"88,76";"81,85";"75,565";"77,7911";"90,6328";"122,2378";"125,3527";"97,7662";"108,5366";"106,0572";"98,2479";"92,5181";"88,76";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
