Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:41410000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
41410000;1;01/01/2024;;1;1;"394,0708";"58,8701";"133,6239";25;22;1;1;1;"0,0";0;"86,3394";"111,0168";"98,4211";"111,8207";"149,9614";"247,8949";"114,2437";"87,4497";"88,1924";"76,2078";"68,2055";"76,9175";"83,402";"121,2017";"366,393";"189,7268";"114,6492";"81,2212";"117,9103";"78,7013";"65,4918";"58,8701";"68,5472";"98,0357";"394,0708";"305,3111";"159,2443";"140,2662";"97,6507";"164,188";"120,7887";;;;;;1;1;;;;;;;;;;1;1;1;;1;;;;;;1;1;;1;1
41410000;1;01/12/2023;;1;1;"96,116";"33,512";"50,9989";14;18;1;1;1;;0;"35,6926";"36,2449";"64,4837";"67,1836";"60,5035";"73,391";"68,5472";"57,2515";"44,265";"40,1885";"39,9023";"36,7999";"40,4753";"96,116";"61,8208";"43,6747";"37,3578";"33,512";"33,7821";"35,4176";"38,7646";"37,9184";"41,6294";"56,2877";"74,4432";"55,9676";"50,3109";"59,8483";"65,829";"43,9695";"49,3877";1;1;1;;;1;;;;1;;;;;1;1;;1;1;1;1;1;;1;;;;;;1;1
41410000;1;01/11/2023;;1;1;"130,8303";"27,7562";"49,9913";22;16;1;1;1;"0,0";0;"83,0372";"79,0596";"69,2325";"58,2209";"68,5472";"59,8483";"45,4536";"40,7628";"36,2449";"33,512";"32,7061";"30,8512";"30,0673";"28,5198";"28,2645";"27,7562";"30,3278";"29,8075";"28,7758";"32,4389";"98,4211";"130,8303";"60,5035";"47,8618";"54,6933";"53,4288";"60,1756";"44,265";"39,048";"37,0785";;;1;;1;;;;1;1;;;1;;;;;1;1;1;;;;;;;1;;;;;0
41410000;1;01/09/2023;;1;1;"52,1742";"26,9996";"31,9106";30;26;1;1;1;;0;"39,6169";"38,7646";"37,0785";"34,0529";"32,974";"32,7061";"40,4753";"35,4176";"32,7061";"31,3775";"30,8512";"30,3278";"30,5891";"30,0673";"30,0673";"29,2901";"29,5484";"29,2901";"29,5484";"28,5198";"29,0326";"28,2645";"28,2645";"27,7562";"28,01";"26,9996";"26,9996";"26,9996";"29,5484";"52,1742";;;;1;;1;;;1;1;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;0
41410000;1;01/08/2023;;1;1;"44,858";"30,0673";"32,9407";31;26;1;1;1;;0;"33,512";"34,0529";"33,7821";"33,2426";"33,512";"33,512";"32,4389";"32,1725";"31,9067";"31,9067";"31,3775";"31,6417";"31,6417";"31,3775";"30,8512";"31,114";"31,114";"30,3278";"30,5891";"30,8512";"31,9067";"32,4389";"34,0529";"31,9067";"30,3278";"30,0673";"31,114";"34,3244";"38,7646";"40,4753";"44,858";;;;;1;1;1;1;;;;1;1;;;;;;;;;1;;;;;1;;;;1
41410000;1;01/07/2023;;1;1;"39,048";"32,974";"35,8972";1;31;1;1;1;"0,0";0;"39,048";"37,9184";"38,1998";"37,3578";"37,9184";"36,7999";"36,7999";"36,7999";"36,7999";"36,5221";"36,5221";"36,7999";"36,5221";"35,9684";"35,1432";"35,6926";"35,9684";"34,5966";"36,2449";"35,1432";"35,4176";"35,1432";"35,1432";"35,1432";"34,8695";"35,1432";"34,3244";"34,3244";"33,7821";"33,7821";"32,974";;;;;1;;;;1;;;;;1;1;1;1;;1;;1;1;;;;;;;;1;
41410000;1;01/06/2023;;1;1;"43,6747";"38,4818";"40,4158";1;29;1;1;1;;0;"43,6747";"42,7941";"42,7941";"39,6169";"41,6294";"40,7628";"41,6294";"40,7628";"40,7628";"41,3398";"40,1885";"40,1885";"40,1885";"40,1885";"39,9023";"39,048";"39,3321";"41,051";"41,6294";"42,5019";"40,7628";"40,1885";"39,3321";"39,3321";"39,3321";"39,048";"38,7646";"38,7646";"38,4818";"38,4818";;1;;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;0
41410000;1;01/05/2023;;1;1;"67,8643";"43,3805";"47,138";1;31;1;1;1;;0;"67,8643";"62,1517";"54,0598";"52,1742";"49,3877";"47,8618";"46,6525";"45,4536";"45,1554";"44,858";"44,265";"43,6747";"45,7523";"46,9538";"46,0517";"46,3518";"46,3518";"45,7523";"45,7523";"45,7523";"45,4536";"44,858";"44,858";"44,858";"44,5612";"44,5612";"44,5612";"43,9695";"44,265";"43,6747";"43,3805";;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41410000;1;01/04/2023;;1;1;"94,9702";"47,2558";"60,6873";16;28;1;1;1;;0;"52,4869";"52,1742";"51,5506";"52,1742";"59,8483";"51,5506";"50,3109";"49,6948";"75,1474";"75,5003";"87,0791";"63,4808";"57,2515";"63,1476";"65,1552";"94,9702";"76,5624";"58,2209";"55,6481";"57,574";"70,2645";"55,3292";"52,8003";"50,9295";"50,3109";"49,0813";"47,8618";"47,2558";"53,4288";"93,8291";;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;0
41410000;1;01/03/2023;;1;1;"203,7313";"53,4288";"73,0985";13;31;1;1;1;"0,0";0;"74,795";"75,1474";"73,391";"73,0414";"73,391";"68,2055";"70,2645";"71,9959";"70,2645";"75,8538";"71,9959";"73,7412";"203,7313";"103,4773";"82,6729";"76,9175";"73,0414";"73,391";"68,5472";"62,815";"80,138";"62,815";"60,8319";"59,8483";"57,2515";"55,6481";"54,6933";"55,3292";"55,3292";"54,0598";"53,4288";;;;;;;;;;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;
